Date,V1,V2,V3
2024-5-9 12:26:29,129.18 ,126.91 ,127.55 
2024-5-9 12:26:30,129.22 ,126.92 ,127.58 
2024-5-9 12:26:32,129.21 ,126.92 ,127.56 
2024-5-9 12:26:33,129.21 ,126.93 ,127.59 
2024-5-9 12:26:34,129.24 ,126.96 ,127.60 
2024-5-9 12:26:35,129.20 ,126.91 ,127.58 
2024-5-9 12:26:36,129.22 ,126.93 ,127.62 
2024-5-9 12:26:38,129.25 ,126.94 ,127.59 
2024-5-9 12:26:39,129.23 ,126.93 ,127.59 
2024-5-9 12:26:40,129.26 ,126.98 ,127.64 
2024-5-9 12:26:41,129.26 ,126.97 ,127.63 
2024-5-9 12:26:43,129.29 ,126.98 ,127.64 
2024-5-9 12:26:44,129.29 ,126.98 ,127.66 
2024-5-9 12:26:45,129.19 ,126.94 ,127.59 
2024-5-9 12:26:46,129.26 ,126.99 ,127.64 
2024-5-9 12:26:47,129.29 ,126.99 ,127.64 
2024-5-9 12:26:49,129.28 ,126.96 ,127.61 
2024-5-9 12:26:50,129.27 ,126.97 ,127.62 
2024-5-9 12:26:51,129.27 ,126.93 ,127.60 
2024-5-9 12:26:52,129.30 ,126.98 ,127.63 
2024-5-9 12:26:54,129.31 ,126.99 ,127.64 
2024-5-9 12:26:55,129.30 ,126.97 ,127.64 
2024-5-9 12:26:56,129.29 ,126.99 ,127.63 
2024-5-9 12:26:57,129.26 ,126.98 ,127.62 
2024-5-9 12:26:58,129.29 ,126.99 ,127.62 
2024-5-9 12:27:0,129.32 ,127.02 ,127.66 
2024-5-9 12:27:1,129.32 ,126.99 ,127.65 
2024-5-9 12:27:2,129.31 ,127.01 ,127.65 
2024-5-9 12:27:3,129.28 ,126.95 ,127.63 
2024-5-9 12:27:4,129.23 ,126.93 ,127.60 
2024-5-9 12:27:6,129.26 ,126.98 ,127.64 
2024-5-9 12:27:7,129.24 ,126.96 ,127.63 
2024-5-9 12:27:8,129.26 ,126.96 ,127.61 
2024-5-9 12:27:9,129.20 ,126.93 ,127.61 
2024-5-9 12:27:11,129.20 ,126.92 ,127.62 
2024-5-9 12:27:12,129.21 ,126.94 ,127.62 
2024-5-9 12:27:13,129.26 ,126.99 ,127.71 
2024-5-9 12:27:14,129.25 ,126.96 ,127.65 
2024-5-9 12:27:15,129.23 ,126.95 ,127.64 
2024-5-9 12:27:17,129.23 ,126.95 ,127.64 
2024-5-9 12:27:18,129.17 ,126.92 ,127.59 
2024-5-9 12:27:19,129.18 ,126.93 ,127.62 
2024-5-9 12:27:20,129.18 ,126.90 ,127.58 
2024-5-9 12:27:22,129.20 ,126.92 ,127.62 
2024-5-9 12:27:23,129.26 ,126.96 ,127.65 
2024-5-9 12:27:24,129.19 ,126.90 ,127.58 
2024-5-9 12:27:25,129.22 ,126.94 ,127.61 
2024-5-9 12:27:26,129.31 ,127.04 ,127.71 
2024-5-9 12:27:28,129.34 ,127.04 ,127.73 
2024-5-9 12:27:29,129.32 ,127.03 ,127.72 
2024-5-9 12:27:30,129.30 ,127.05 ,127.72 
2024-5-9 12:27:31,129.35 ,127.05 ,127.70 
2024-5-9 12:27:32,129.35 ,127.04 ,127.68 
2024-5-9 12:27:34,128.86 ,127.04 ,127.66 
2024-5-9 12:27:35,127.82 ,127.03 ,127.61 
2024-5-9 12:27:36,127.75 ,127.03 ,127.62 
2024-5-9 12:27:37,127.72 ,127.05 ,127.66 
2024-5-9 12:27:39,127.72 ,127.02 ,127.60 
2024-5-9 12:27:40,127.78 ,127.09 ,127.66 
2024-5-9 12:27:41,127.78 ,127.05 ,127.64 
2024-5-9 12:27:42,127.76 ,127.08 ,127.65 
2024-5-9 12:27:43,127.81 ,127.12 ,127.69 
2024-5-9 12:27:45,127.77 ,127.09 ,127.68 
2024-5-9 12:27:46,127.84 ,127.18 ,127.76 
2024-5-9 12:27:47,127.91 ,127.21 ,127.80 
2024-5-9 12:27:48,127.89 ,127.16 ,127.75 
2024-5-9 12:27:49,127.89 ,127.23 ,127.78 
2024-5-9 12:27:51,127.92 ,127.26 ,127.81 
2024-5-9 12:27:52,127.95 ,127.27 ,127.82 
2024-5-9 12:27:53,127.92 ,127.26 ,127.80 
2024-5-9 12:27:54,127.87 ,127.22 ,127.75 
2024-5-9 12:27:56,127.83 ,127.14 ,127.70 
2024-5-9 12:27:57,127.79 ,127.11 ,127.68 
2024-5-9 12:27:58,127.77 ,127.10 ,127.66 
2024-5-9 12:27:59,127.69 ,127.06 ,127.64 
2024-5-9 12:28:0,127.71 ,127.02 ,127.60 
2024-5-9 12:28:2,127.69 ,126.99 ,127.56 
2024-5-9 12:28:3,127.67 ,126.97 ,127.57 
2024-5-9 12:28:4,127.68 ,127.00 ,127.60 
2024-5-9 12:28:5,127.68 ,127.01 ,127.58 
2024-5-9 12:28:7,127.64 ,126.96 ,127.54 
2024-5-9 12:28:8,127.66 ,127.03 ,127.57 
2024-5-9 12:28:9,127.67 ,126.98 ,127.51 
2024-5-9 12:28:10,127.62 ,126.96 ,127.50 
2024-5-9 12:28:11,127.65 ,126.99 ,127.54 
2024-5-9 12:28:13,127.64 ,126.97 ,127.51 
2024-5-9 12:28:14,127.65 ,127.01 ,127.55 
2024-5-9 12:28:15,127.69 ,127.00 ,127.53 
2024-5-9 12:28:16,127.67 ,126.99 ,127.50 
2024-5-9 12:28:18,127.66 ,126.99 ,127.52 
2024-5-9 12:28:19,127.65 ,126.96 ,127.49 
2024-5-9 12:28:20,127.67 ,126.97 ,127.53 
2024-5-9 12:28:21,127.69 ,126.98 ,127.55 
2024-5-9 12:28:22,127.69 ,127.01 ,127.56 
2024-5-9 12:28:24,127.70 ,126.99 ,127.57 
2024-5-9 12:28:25,127.74 ,126.98 ,127.56 
2024-5-9 12:28:26,127.72 ,127.02 ,127.57 
2024-5-9 12:28:27,127.76 ,127.01 ,127.56 
2024-5-9 12:28:28,127.73 ,127.00 ,127.56 
2024-5-9 12:28:30,127.72 ,127.01 ,127.55 
2024-5-9 12:28:31,127.75 ,127.00 ,127.57 
2024-5-9 12:28:32,127.70 ,127.02 ,127.57 
2024-5-9 12:28:33,127.70 ,127.00 ,127.54 
2024-5-9 12:28:35,127.64 ,126.94 ,127.46 
2024-5-9 12:28:36,127.68 ,127.00 ,127.56 
2024-5-9 12:28:37,127.69 ,126.97 ,127.56 
2024-5-9 12:28:38,127.68 ,126.98 ,127.57 
2024-5-9 12:28:39,127.69 ,126.97 ,127.57 
2024-5-9 12:28:41,127.74 ,127.01 ,127.57 
2024-5-9 12:28:42,127.71 ,127.01 ,127.56 
2024-5-9 12:28:43,127.72 ,127.01 ,127.57 
2024-5-9 12:28:44,127.66 ,126.98 ,127.52 
2024-5-9 12:28:46,127.68 ,127.01 ,127.56 
2024-5-9 12:28:47,127.71 ,127.02 ,127.56 
2024-5-9 12:28:48,127.72 ,127.04 ,127.59 
2024-5-9 12:28:49,127.71 ,127.00 ,127.59 
2024-5-9 12:28:50,127.63 ,126.98 ,127.52 
2024-5-9 12:28:52,127.64 ,126.96 ,127.50 
2024-5-9 12:28:53,127.64 ,126.96 ,127.48 
2024-5-9 12:28:54,127.57 ,126.93 ,127.44 
2024-5-9 12:28:55,127.63 ,126.98 ,127.50 
2024-5-9 12:28:56,127.64 ,127.01 ,127.52 
2024-5-9 12:28:58,127.64 ,127.00 ,127.53 
2024-5-9 12:28:59,127.65 ,127.00 ,127.54 
2024-5-9 12:29:0,127.64 ,127.02 ,127.55 
2024-5-9 12:29:1,127.67 ,127.01 ,127.58 
2024-5-9 12:29:3,127.68 ,127.01 ,127.60 
2024-5-9 12:29:4,127.66 ,126.98 ,127.58 
2024-5-9 12:29:5,127.61 ,126.94 ,127.57 
2024-5-9 12:29:6,127.61 ,126.98 ,127.56 
2024-5-9 12:29:7,127.63 ,126.97 ,127.58 
2024-5-9 12:29:9,127.66 ,126.99 ,127.58 
2024-5-9 12:29:10,127.67 ,127.01 ,127.61 
2024-5-9 12:29:11,127.69 ,127.02 ,127.62 
2024-5-9 12:29:12,127.65 ,126.98 ,127.58 
2024-5-9 12:29:14,127.64 ,126.95 ,127.55 
2024-5-9 12:29:15,127.60 ,126.92 ,127.53 
2024-5-9 12:29:16,127.61 ,126.90 ,127.50 
2024-5-9 12:29:17,127.64 ,126.91 ,127.51 
2024-5-9 12:29:18,127.61 ,126.93 ,127.51 
2024-5-9 12:29:20,127.63 ,126.93 ,127.53 
2024-5-9 12:29:21,127.64 ,126.97 ,127.56 
2024-5-9 12:29:22,127.63 ,126.94 ,127.53 
2024-5-9 12:29:23,127.64 ,126.96 ,127.56 
2024-5-9 12:29:24,127.64 ,126.95 ,127.54 
2024-5-9 12:29:26,127.63 ,126.96 ,127.54 
2024-5-9 12:29:27,127.56 ,126.90 ,127.53 
2024-5-9 12:29:28,127.57 ,126.93 ,127.54 
2024-5-9 12:29:29,127.54 ,126.92 ,127.51 
2024-5-9 12:29:31,127.52 ,126.89 ,127.46 
2024-5-9 12:29:32,127.50 ,126.87 ,127.47 
2024-5-9 12:29:33,127.52 ,126.86 ,127.49 
2024-5-9 12:29:34,127.51 ,126.89 ,127.49 
2024-5-9 12:29:35,127.52 ,126.87 ,127.50 
2024-5-9 12:29:37,127.53 ,126.88 ,127.50 
2024-5-9 12:29:38,127.53 ,126.85 ,127.49 
2024-5-9 12:29:39,127.49 ,126.84 ,127.45 
2024-5-9 12:29:40,127.49 ,126.83 ,127.45 
2024-5-9 12:29:41,127.53 ,126.89 ,127.50 
2024-5-9 12:29:43,127.56 ,126.91 ,127.53 
2024-5-9 12:29:44,127.58 ,126.93 ,127.58 
2024-5-9 12:29:45,127.60 ,126.94 ,127.58 
2024-5-9 12:29:46,127.58 ,126.93 ,127.56 
2024-5-9 12:29:48,127.63 ,126.99 ,127.63 
2024-5-9 12:29:49,127.67 ,127.00 ,127.64 
2024-5-9 12:29:50,127.69 ,127.04 ,127.66 
2024-5-9 12:29:51,127.68 ,127.02 ,127.64 
2024-5-9 12:29:52,127.62 ,126.98 ,127.60 
2024-5-9 12:29:54,127.66 ,126.98 ,127.62 
2024-5-9 12:29:55,127.70 ,127.06 ,127.69 
2024-5-9 12:29:56,127.74 ,127.08 ,127.71 
2024-5-9 12:29:57,127.78 ,127.11 ,127.75 
2024-5-9 12:29:59,127.77 ,127.11 ,127.76 
2024-5-9 12:30:0,127.77 ,127.07 ,127.73 
2024-5-9 12:30:1,127.77 ,127.08 ,127.70 
2024-5-9 12:30:2,127.72 ,127.08 ,127.70 
2024-5-9 12:30:3,127.71 ,127.05 ,127.70 
2024-5-9 12:30:5,127.72 ,127.06 ,127.72 
2024-5-9 12:30:6,127.73 ,127.07 ,127.72 
2024-5-9 12:30:7,127.75 ,127.08 ,127.72 
2024-5-9 12:30:8,127.75 ,127.10 ,127.74 
2024-5-9 12:30:9,127.74 ,127.06 ,127.69 
2024-5-9 12:30:11,127.72 ,127.07 ,127.70 
2024-5-9 12:30:12,127.71 ,127.09 ,127.69 
2024-5-9 12:30:13,127.73 ,127.09 ,127.68 
2024-5-9 12:30:14,127.75 ,127.10 ,127.70 
2024-5-9 12:30:16,127.77 ,127.11 ,127.73 
2024-5-9 12:30:17,127.77 ,127.13 ,127.73 
2024-5-9 12:30:18,127.81 ,127.16 ,127.77 
2024-5-9 12:30:19,127.83 ,127.13 ,127.77 
2024-5-9 12:30:20,127.79 ,127.13 ,127.77 
2024-5-9 12:30:22,127.79 ,127.11 ,127.74 
2024-5-9 12:30:23,127.78 ,127.10 ,127.73 
2024-5-9 12:30:24,127.78 ,127.14 ,127.76 
2024-5-9 12:30:25,127.73 ,127.05 ,127.70 
2024-5-9 12:30:27,127.68 ,127.07 ,127.72 
2024-5-9 12:30:28,127.67 ,127.00 ,127.63 
2024-5-9 12:30:29,127.64 ,127.00 ,127.63 
2024-5-9 12:30:30,127.65 ,126.99 ,127.62 
2024-5-9 12:30:31,127.65 ,126.96 ,127.60 
2024-5-9 12:30:33,127.64 ,126.98 ,127.61 
2024-5-9 12:30:34,127.68 ,127.03 ,127.69 
2024-5-9 12:30:35,127.71 ,127.05 ,127.70 
2024-5-9 12:30:36,127.66 ,127.00 ,127.67 
2024-5-9 12:30:37,127.67 ,126.96 ,127.65 
2024-5-9 12:30:39,127.67 ,127.01 ,127.68 
2024-5-9 12:30:40,127.68 ,126.99 ,127.66 
2024-5-9 12:30:41,127.67 ,126.98 ,127.65 
2024-5-9 12:30:42,127.66 ,127.00 ,127.65 
2024-5-9 12:30:44,127.68 ,126.99 ,127.68 
2024-5-9 12:30:45,127.72 ,127.04 ,127.70 
2024-5-9 12:30:46,127.67 ,126.96 ,127.68 
2024-5-9 12:30:47,127.69 ,127.02 ,127.68 
2024-5-9 12:30:48,127.60 ,126.96 ,127.62 
2024-5-9 12:30:50,127.60 ,126.96 ,127.65 
2024-5-9 12:30:51,127.62 ,126.99 ,127.66 
2024-5-9 12:30:52,127.66 ,126.99 ,127.68 
2024-5-9 12:30:53,127.67 ,127.02 ,127.67 
2024-5-9 12:30:55,127.66 ,127.04 ,127.69 
2024-5-9 12:30:56,127.64 ,127.00 ,127.64 
2024-5-9 12:30:57,127.60 ,126.92 ,127.57 
2024-5-9 12:30:58,127.59 ,126.91 ,127.58 
2024-5-9 12:30:59,127.59 ,126.91 ,127.57 
2024-5-9 12:31:1,127.59 ,126.94 ,127.59 
2024-5-9 12:31:2,127.61 ,126.92 ,127.56 
2024-5-9 12:31:3,127.59 ,126.94 ,127.56 
2024-5-9 12:31:4,127.59 ,126.93 ,127.58 
2024-5-9 12:31:5,127.67 ,126.98 ,127.65 
2024-5-9 12:31:7,127.65 ,127.01 ,127.67 
2024-5-9 12:31:8,127.71 ,127.03 ,127.72 
2024-5-9 12:31:9,127.73 ,127.07 ,127.73 
2024-5-9 12:31:10,127.69 ,127.01 ,127.70 
2024-5-9 12:31:12,127.69 ,127.00 ,127.69 
2024-5-9 12:31:13,127.69 ,127.02 ,127.70 
2024-5-9 12:31:14,127.70 ,126.98 ,127.69 
2024-5-9 12:31:15,127.69 ,127.00 ,127.67 
2024-5-9 12:31:16,127.68 ,127.00 ,127.67 
2024-5-9 12:31:18,127.66 ,126.96 ,127.63 
2024-5-9 12:31:19,127.61 ,126.95 ,127.64 
2024-5-9 12:31:20,127.58 ,126.90 ,127.58 
2024-5-9 12:31:21,127.55 ,126.88 ,127.56 
2024-5-9 12:31:23,127.57 ,126.90 ,127.57 
2024-5-9 12:31:24,127.65 ,126.99 ,127.63 
2024-5-9 12:31:25,127.64 ,126.99 ,127.64 
2024-5-9 12:31:26,127.65 ,126.95 ,127.62 
2024-5-9 12:31:27,127.61 ,126.95 ,127.62 
2024-5-9 12:31:29,127.62 ,126.94 ,127.63 
2024-5-9 12:31:30,127.62 ,126.95 ,127.63 
2024-5-9 12:31:31,127.65 ,126.99 ,127.66 
2024-5-9 12:31:32,127.63 ,126.96 ,127.64 
2024-5-9 12:31:33,127.62 ,126.98 ,127.64 
2024-5-9 12:31:35,127.63 ,126.97 ,127.63 
2024-5-9 12:31:36,127.62 ,126.98 ,127.64 
2024-5-9 12:31:37,127.62 ,126.97 ,127.62 
2024-5-9 12:31:38,127.63 ,126.97 ,127.62 
2024-5-9 12:31:40,127.61 ,127.00 ,127.64 
2024-5-9 12:31:41,127.57 ,126.97 ,127.61 
2024-5-9 12:31:42,127.61 ,126.98 ,127.64 
2024-5-9 12:31:43,127.60 ,126.99 ,127.65 
2024-5-9 12:31:44,127.59 ,126.98 ,127.64 
2024-5-9 12:31:46,127.64 ,127.02 ,127.66 
2024-5-9 12:31:47,127.64 ,127.02 ,127.67 
2024-5-9 12:31:48,127.64 ,127.01 ,127.66 
2024-5-9 12:31:49,127.65 ,127.01 ,127.68 
2024-5-9 12:31:50,127.63 ,127.02 ,127.66 
2024-5-9 12:31:52,127.63 ,126.99 ,127.62 
2024-5-9 12:31:53,127.66 ,126.98 ,127.65 
2024-5-9 12:31:54,127.67 ,127.02 ,127.67 
2024-5-9 12:31:55,127.76 ,127.10 ,127.75 
2024-5-9 12:31:57,127.77 ,127.10 ,127.75 
2024-5-9 12:31:58,127.75 ,127.08 ,127.73 
2024-5-9 12:31:59,127.79 ,127.14 ,127.78 
2024-5-9 12:32:0,127.76 ,127.11 ,127.78 
2024-5-9 12:32:1,127.74 ,127.06 ,127.72 
2024-5-9 12:32:3,127.72 ,127.07 ,127.74 
2024-5-9 12:32:4,127.74 ,127.06 ,127.73 
2024-5-9 12:32:5,127.70 ,127.03 ,127.68 
2024-5-9 12:32:6,127.69 ,127.02 ,127.65 
2024-5-9 12:32:8,127.66 ,126.99 ,127.61 
2024-5-9 12:32:9,127.72 ,127.05 ,127.70 
2024-5-9 12:32:10,127.73 ,127.05 ,127.69 
2024-5-9 12:32:11,127.71 ,127.05 ,127.69 
2024-5-9 12:32:12,127.73 ,127.07 ,127.72 
2024-5-9 12:32:14,127.70 ,127.02 ,127.66 
2024-5-9 12:32:15,127.64 ,127.00 ,127.66 
2024-5-9 12:32:16,127.67 ,126.99 ,127.66 
2024-5-9 12:32:17,127.65 ,126.96 ,127.61 
2024-5-9 12:32:18,127.65 ,126.98 ,127.65 
2024-5-9 12:32:20,127.65 ,126.95 ,127.60 
2024-5-9 12:32:21,127.68 ,127.01 ,127.69 
2024-5-9 12:32:22,127.71 ,127.06 ,127.72 
2024-5-9 12:32:23,127.70 ,127.07 ,127.71 
2024-5-9 12:32:25,127.63 ,126.99 ,127.66 
2024-5-9 12:32:26,127.66 ,127.00 ,127.67 
2024-5-9 12:32:27,127.65 ,127.04 ,127.70 
2024-5-9 12:32:28,127.64 ,127.02 ,127.67 
2024-5-9 12:32:29,127.64 ,127.00 ,127.62 
2024-5-9 12:32:31,127.65 ,126.98 ,127.61 
2024-5-9 12:32:32,127.62 ,126.97 ,127.62 
2024-5-9 12:32:33,127.55 ,126.90 ,127.55 
2024-5-9 12:32:34,127.59 ,126.94 ,127.57 
2024-5-9 12:32:36,127.58 ,126.92 ,127.53 
2024-5-9 12:32:37,127.60 ,126.96 ,127.58 
2024-5-9 12:32:38,127.61 ,126.95 ,127.59 
2024-5-9 12:32:39,127.60 ,126.97 ,127.62 
2024-5-9 12:32:40,127.64 ,126.98 ,127.65 
2024-5-9 12:32:42,127.63 ,126.98 ,127.60 
2024-5-9 12:32:43,127.63 ,126.99 ,127.63 
2024-5-9 12:32:44,127.64 ,126.97 ,127.59 
2024-5-9 12:32:45,127.63 ,126.98 ,127.60 
2024-5-9 12:32:46,127.65 ,127.00 ,127.62 
2024-5-9 12:32:48,127.69 ,127.04 ,127.64 
2024-5-9 12:32:49,127.66 ,127.03 ,127.61 
2024-5-9 12:32:50,127.61 ,126.95 ,127.55 
2024-5-9 12:32:51,127.58 ,126.95 ,127.54 
2024-5-9 12:32:53,127.64 ,126.97 ,127.57 
2024-5-9 12:32:54,127.62 ,126.96 ,127.53 
2024-5-9 12:32:55,127.66 ,127.00 ,127.57 
2024-5-9 12:32:56,127.65 ,126.98 ,127.55 
2024-5-9 12:32:57,127.62 ,126.97 ,127.51 
2024-5-9 12:32:59,127.65 ,126.96 ,127.53 
2024-5-9 12:33:0,127.65 ,126.98 ,127.53 
2024-5-9 12:33:1,127.64 ,126.98 ,127.54 
2024-5-9 12:33:2,127.66 ,126.99 ,127.52 
2024-5-9 12:33:4,127.65 ,127.02 ,127.55 
2024-5-9 12:33:5,127.64 ,126.99 ,127.54 
2024-5-9 12:33:6,127.61 ,126.99 ,127.54 
2024-5-9 12:33:7,127.63 ,127.01 ,127.54 
2024-5-9 12:33:8,127.64 ,127.02 ,127.55 
2024-5-9 12:33:10,127.62 ,127.01 ,127.54 
2024-5-9 12:33:11,127.61 ,126.99 ,127.54 
2024-5-9 12:33:12,127.62 ,127.01 ,127.53 
2024-5-9 12:33:13,127.60 ,126.99 ,127.49 
2024-5-9 12:33:14,127.57 ,126.96 ,127.46 
2024-5-9 12:33:16,127.57 ,126.96 ,127.45 
2024-5-9 12:33:17,127.57 ,126.94 ,127.46 
2024-5-9 12:33:18,127.55 ,126.91 ,127.43 
2024-5-9 12:33:19,127.53 ,126.91 ,127.46 
2024-5-9 12:33:21,127.53 ,126.91 ,127.48 
2024-5-9 12:33:22,127.55 ,126.91 ,127.46 
2024-5-9 12:33:23,127.55 ,126.94 ,127.47 
2024-5-9 12:33:24,127.54 ,126.92 ,127.43 
2024-5-9 12:33:25,127.51 ,126.89 ,127.42 
2024-5-9 12:33:27,127.53 ,126.88 ,127.40 
2024-5-9 12:33:28,127.49 ,126.88 ,127.40 
2024-5-9 12:33:29,127.42 ,126.81 ,127.31 
2024-5-9 12:33:30,127.44 ,126.84 ,127.35 
2024-5-9 12:33:32,127.42 ,126.83 ,127.35 
2024-5-9 12:33:33,127.44 ,126.81 ,127.32 
2024-5-9 12:33:34,127.45 ,126.85 ,127.37 
2024-5-9 12:33:35,127.47 ,126.84 ,127.37 
2024-5-9 12:33:36,127.44 ,126.83 ,127.37 
2024-5-9 12:33:38,127.45 ,126.84 ,127.38 
2024-5-9 12:33:39,127.41 ,126.82 ,127.26 
2024-5-9 12:33:40,127.38 ,126.80 ,127.26 
2024-5-9 12:33:41,127.39 ,126.78 ,127.28 
2024-5-9 12:33:42,127.41 ,126.80 ,127.31 
2024-5-9 12:33:44,127.46 ,126.83 ,127.35 
2024-5-9 12:33:45,127.46 ,126.80 ,127.36 
2024-5-9 12:33:46,127.46 ,126.81 ,127.38 
2024-5-9 12:33:47,127.41 ,126.78 ,127.34 
2024-5-9 12:33:49,127.42 ,126.80 ,127.35 
2024-5-9 12:33:50,127.43 ,126.81 ,127.35 
2024-5-9 12:33:51,127.41 ,126.82 ,127.36 
2024-5-9 12:33:52,127.44 ,126.83 ,127.36 
2024-5-9 12:33:53,127.46 ,126.84 ,127.39 
2024-5-9 12:33:55,127.46 ,126.89 ,127.45 
2024-5-9 12:33:56,127.43 ,126.86 ,127.40 
2024-5-9 12:33:57,127.52 ,126.86 ,127.43 
2024-5-9 12:33:58,127.46 ,126.85 ,127.39 
2024-5-9 12:34:0,127.46 ,126.86 ,127.38 
2024-5-9 12:34:1,127.48 ,126.85 ,127.45 
2024-5-9 12:34:2,127.51 ,126.88 ,127.44 
2024-5-9 12:34:3,127.46 ,126.88 ,127.45 
2024-5-9 12:34:4,127.45 ,126.83 ,127.41 
2024-5-9 12:34:6,127.43 ,126.83 ,127.37 
2024-5-9 12:34:7,127.44 ,126.83 ,127.38 
2024-5-9 12:34:8,127.45 ,126.85 ,127.36 
2024-5-9 12:34:9,127.47 ,126.85 ,127.37 
2024-5-9 12:34:10,127.50 ,126.88 ,127.42 
2024-5-9 12:34:12,127.48 ,126.86 ,127.39 
2024-5-9 12:34:13,127.45 ,126.85 ,127.46 
2024-5-9 12:34:14,127.48 ,126.86 ,127.46 
2024-5-9 12:34:15,127.44 ,126.85 ,127.45 
2024-5-9 12:34:17,127.45 ,126.86 ,127.46 
2024-5-9 12:34:18,127.46 ,126.90 ,127.52 
2024-5-9 12:34:19,127.44 ,126.91 ,127.52 
2024-5-9 12:34:20,127.45 ,126.88 ,127.50 
2024-5-9 12:34:21,127.41 ,126.86 ,127.49 
2024-5-9 12:34:23,127.43 ,126.86 ,127.48 
2024-5-9 12:34:24,127.39 ,126.84 ,127.44 
2024-5-9 12:34:25,127.40 ,126.78 ,127.39 
2024-5-9 12:34:26,127.40 ,126.78 ,127.36 
2024-5-9 12:34:28,127.38 ,126.79 ,127.42 
2024-5-9 12:34:29,127.42 ,126.80 ,127.45 
2024-5-9 12:34:30,127.43 ,126.84 ,127.46 
2024-5-9 12:34:31,127.44 ,126.87 ,127.47 
2024-5-9 12:34:32,127.41 ,126.83 ,127.41 
2024-5-9 12:34:34,127.41 ,126.88 ,127.51 
2024-5-9 12:34:35,127.47 ,126.89 ,127.53 
2024-5-9 12:34:36,127.40 ,126.82 ,127.43 
2024-5-9 12:34:37,127.39 ,126.82 ,127.46 
2024-5-9 12:34:38,127.40 ,126.74 ,127.39 
2024-5-9 12:34:40,127.34 ,126.74 ,127.41 
2024-5-9 12:34:41,127.38 ,126.78 ,127.45 
2024-5-9 12:34:42,127.40 ,126.78 ,127.42 
2024-5-9 12:34:43,127.40 ,126.83 ,127.46 
2024-5-9 12:34:45,127.46 ,126.86 ,127.47 
2024-5-9 12:34:46,127.46 ,126.89 ,127.51 
2024-5-9 12:34:47,127.52 ,126.93 ,127.59 
2024-5-9 12:34:48,127.46 ,126.88 ,127.56 
2024-5-9 12:34:49,127.44 ,126.87 ,127.56 
2024-5-9 12:34:51,127.45 ,126.83 ,127.52 
2024-5-9 12:34:52,127.43 ,126.85 ,127.51 
2024-5-9 12:34:53,127.44 ,126.83 ,127.50 
2024-5-9 12:34:54,127.49 ,126.89 ,127.55 
2024-5-9 12:34:56,127.47 ,126.90 ,127.56 
2024-5-9 12:34:57,127.54 ,126.95 ,127.61 
2024-5-9 12:34:58,127.56 ,127.00 ,127.63 
2024-5-9 12:34:59,127.54 ,126.98 ,127.64 
2024-5-9 12:35:0,127.55 ,126.93 ,127.59 
2024-5-9 12:35:2,127.55 ,126.96 ,127.66 
2024-5-9 12:35:3,127.58 ,126.91 ,127.67 
2024-5-9 12:35:4,127.53 ,126.98 ,127.66 
2024-5-9 12:35:5,127.53 ,126.95 ,127.62 
2024-5-9 12:35:6,127.55 ,126.93 ,127.63 
2024-5-9 12:35:8,127.52 ,126.94 ,127.67 
2024-5-9 12:35:9,127.54 ,126.93 ,127.61 
2024-5-9 12:35:10,127.50 ,126.95 ,127.61 
2024-5-9 12:35:11,127.52 ,126.95 ,127.63 
2024-5-9 12:35:13,127.52 ,126.93 ,127.61 
2024-5-9 12:35:14,127.56 ,126.97 ,127.64 
2024-5-9 12:35:15,127.59 ,126.99 ,127.65 
2024-5-9 12:35:16,127.55 ,127.00 ,127.60 
2024-5-9 12:35:17,127.57 ,127.00 ,127.64 
2024-5-9 12:35:19,127.55 ,126.96 ,127.59 
2024-5-9 12:35:20,127.55 ,126.98 ,127.64 
2024-5-9 12:35:21,127.59 ,127.00 ,127.62 
2024-5-9 12:35:22,127.57 ,126.97 ,127.62 
2024-5-9 12:35:23,127.55 ,126.95 ,127.61 
2024-5-9 12:35:25,127.52 ,126.90 ,127.59 
2024-5-9 12:35:26,127.46 ,126.88 ,127.56 
2024-5-9 12:35:27,127.49 ,126.88 ,127.57 
2024-5-9 12:35:28,127.52 ,126.94 ,127.62 
2024-5-9 12:35:30,127.48 ,126.86 ,127.56 
2024-5-9 12:35:31,127.51 ,126.89 ,127.57 
2024-5-9 12:35:32,127.45 ,126.88 ,127.55 
2024-5-9 12:35:33,127.45 ,126.81 ,127.49 
2024-5-9 12:35:34,127.45 ,126.84 ,127.54 
2024-5-9 12:35:36,127.45 ,126.82 ,127.48 
2024-5-9 12:35:37,127.46 ,126.81 ,127.46 
2024-5-9 12:35:38,127.44 ,126.84 ,127.49 
2024-5-9 12:35:39,127.46 ,126.82 ,127.50 
2024-5-9 12:35:41,127.50 ,126.87 ,127.52 
2024-5-9 12:35:42,127.51 ,126.90 ,127.55 
2024-5-9 12:35:43,127.48 ,126.90 ,127.56 
2024-5-9 12:35:44,127.39 ,126.85 ,127.52 
2024-5-9 12:35:45,127.42 ,126.84 ,127.50 
2024-5-9 12:35:47,127.40 ,126.82 ,127.50 
2024-5-9 12:35:48,127.39 ,126.85 ,127.50 
2024-5-9 12:35:49,127.41 ,126.84 ,127.44 
2024-5-9 12:35:50,127.39 ,126.83 ,127.43 
2024-5-9 12:35:52,127.38 ,126.81 ,127.44 
2024-5-9 12:35:53,127.38 ,126.81 ,127.41 
2024-5-9 12:35:54,127.39 ,126.83 ,127.45 
2024-5-9 12:35:55,127.45 ,126.88 ,127.50 
